Row, Site, Dept, Chassis, Slot, PortGroup, PortIdx, Connection, Name, Status, Firmware, OwnershipState, OwnerHostname, OwnerUserId, OwnerTimestamp, Notes, Last Scan
251, CHN, TBD, 10.61.37.4, 11, 2, 2,TBD, PhysicalPortGroup 10, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
252, CHN, TBD, 10.61.37.4, 12, 1, 1,TBD, PhysicalPortGroup 1, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
253, CHN, TBD, 10.61.37.4, 12, 2, 2,TBD, PhysicalPortGroup 2, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
254, CHN, TBD, 10.61.37.4, 12, 3, 3,TBD, PhysicalPortGroup 3, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
255, CHN, TBD, 10.61.37.4, 12, 4, 4,TBD, PhysicalPortGroup 4, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
256, CHN, TBD, 10.61.37.4, 12, 5, 5,TBD, PhysicalPortGroup 5, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
257, CHN, TBD, 10.61.37.4, 12, 6, 6,TBD, PhysicalPortGroup 6, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
258, CHN, TBD, 10.61.37.4, 12, 7, 7,TBD, PhysicalPortGroup 7, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
259, CHN, TBD, 10.61.37.4, 12, 8, 8,TBD, PhysicalPortGroup 8, UP, 3.55.3576, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 10:39:00
260, CHN, TBD, 10.61.37.5, 1, 1, 1,TBD, PhysicalPortGroup 2311, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
261, CHN, TBD, 10.61.37.5, 1, 2, 2,TBD, PhysicalPortGroup 2312, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
262, CHN, TBD, 10.61.37.5, 3, 1, 1,TBD, PhysicalPortGroup 2307, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
263, CHN, TBD, 10.61.37.5, 3, 2, 2,TBD, PhysicalPortGroup 2308, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
264, CHN, TBD, 10.61.37.5, 4, 1, 1,TBD, PhysicalPortGroup 2318, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
265, CHN, TBD, 10.61.37.5, 4, 1, 2,TBD, PhysicalPortGroup 2318, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
266, CHN, TBD, 10.61.37.5, 4, 2, 3,TBD, PhysicalPortGroup 2319, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
267, CHN, TBD, 10.61.37.5, 4, 2, 4,TBD, PhysicalPortGroup 2319, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
268, CHN, TBD, 10.61.37.5, 4, 3, 5,TBD, PhysicalPortGroup 2320, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
269, CHN, TBD, 10.61.37.5, 4, 3, 6,TBD, PhysicalPortGroup 2320, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
270, CHN, TBD, 10.61.37.5, 4, 4, 7,TBD, PhysicalPortGroup 2321, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
271, CHN, TBD, 10.61.37.5, 4, 4, 8,TBD, PhysicalPortGroup 2321, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
272, CHN, TBD, 10.61.37.5, 4, 5, 9,TBD, PhysicalPortGroup 2322, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
273, CHN, TBD, 10.61.37.5, 4, 5, 10,TBD, PhysicalPortGroup 2322, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
274, CHN, TBD, 10.61.37.5, 4, 6, 11,TBD, PhysicalPortGroup 2323, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
275, CHN, TBD, 10.61.37.5, 4, 6, 12,TBD, PhysicalPortGroup 2323, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
276, CHN, TBD, 10.61.37.5, 5, 1, 1,TBD, PhysicalPortGroup 2309, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
277, CHN, TBD, 10.61.37.5, 5, 2, 2,TBD, PhysicalPortGroup 2310, DOWN, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
278, CHN, TBD, 10.61.37.5, 6, 1, 1,TBD, PhysicalPortGroup 56415, UNKNOWN, 3.60.0700, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-10 08:56:00
279, CHN, TBD, 10.61.37.5, 6, 1, 2,TBD, PhysicalPortGroup 56415, UNKNOWN, 3.60.0700, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-10 08:56:00
280, CHN, TBD, 10.61.37.5, 6, 2, 3,TBD, PhysicalPortGroup 56416, UNKNOWN, 3.60.0700, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-10 08:56:00
281, CHN, TBD, 10.61.37.5, 6, 2, 4,TBD, PhysicalPortGroup 56416, UNKNOWN, 3.60.0700, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-10 08:56:00
282, CHN, TBD, 10.61.37.5, 7, 1, 1,TBD, PhysicalPortGroup 2313, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
283, CHN, TBD, 10.61.37.5, 7, 2, 2,TBD, PhysicalPortGroup 2314, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
284, CHN, TBD, 10.61.37.5, 8, 1, 1,TBD, PhysicalPortGroup 2306, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
285, CHN, TBD, 10.61.37.5, 8, 1, 2,TBD, PhysicalPortGroup 2306, UP, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
286, CHN, TBD, 10.61.37.5, 9, 1, 1,TBD, PhysicalPortGroup 2317, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
287, CHN, TBD, 10.61.37.5, 9, 1, 2,TBD, PhysicalPortGroup 2317, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
288, CHN, TBD, 10.61.37.5, 10, 1, 1,TBD, PhysicalPortGroup 2316, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
289, CHN, TBD, 10.61.37.5, 10, 1, 2,TBD, PhysicalPortGroup 2316, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
290, CHN, TBD, 10.61.37.5, 11, 1, 1,TBD, PhysicalPortGroup 2315, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
291, CHN, TBD, 10.61.37.5, 11, 1, 2,TBD, PhysicalPortGroup 2315, UP, 3.55.3486, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
292, CHN, TBD, 10.61.37.5, 12, 1, 1,TBD, PhysicalPortGroup 2302, ERROR, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
293, CHN, TBD, 10.61.37.5, 12, 1, 2,TBD, PhysicalPortGroup 2302, ERROR, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
294, CHN, TBD, 10.61.37.5, 12, 2, 3,TBD, PhysicalPortGroup 2303, ERROR, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
295, CHN, TBD, 10.61.37.5, 12, 2, 4,TBD, PhysicalPortGroup 2303, ERROR, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
296, CHN, TBD, 10.61.37.5, 12, 3, 5,TBD, PhysicalPortGroup 2304, ERROR, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
297, CHN, TBD, 10.61.37.5, 12, 3, 6,TBD, PhysicalPortGroup 2304, ERROR, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
298, CHN, TBD, 10.61.37.5, 12, 4, 7,TBD, PhysicalPortGroup 2305, ERROR, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
299, CHN, TBD, 10.61.37.5, 12, 4, 8,TBD, PhysicalPortGroup 2305, ERROR, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
300, CHN, TBD, 10.61.38.192, 1, 1, 1,SPIRENT 10.61.38.192//2/1
(Peer-To-Peer), PhysicalPortGroup 2334, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
301, CHN, TBD, 10.61.38.192, 1, 1, 2,SPIRENT 10.61.38.192//2/2
(Peer-To-Peer), PhysicalPortGroup 2334, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
302, CHN, TBD, 10.61.38.192, 1, 2, 3,SPIRENT 10.61.38.192//2/3
(Peer-To-Peer), PhysicalPortGroup 2335, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
303, CHN, TBD, 10.61.38.192, 1, 2, 4,SPIRENT 10.61.38.192//2/4
(Peer-To-Peer), PhysicalPortGroup 2335, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
304, CHN, TBD, 10.61.38.192, 2, 1, 1,SPIRENT 10.61.38.192//1/1
(Peer-To-Peer), PhysicalPortGroup 2332, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
305, CHN, TBD, 10.61.38.192, 2, 1, 2,SPIRENT 10.61.38.192//1/2
(Peer-To-Peer), PhysicalPortGroup 2332, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
306, CHN, TBD, 10.61.38.192, 2, 2, 3,SPIRENT 10.61.38.192//1/3
(Peer-To-Peer), PhysicalPortGroup 2333, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
307, CHN, TBD, 10.61.38.192, 2, 2, 4,SPIRENT 10.61.38.192//1/4
(Peer-To-Peer), PhysicalPortGroup 2333, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
308, CHN, TBD, 10.61.38.192, 3, 1, 1,TBD, PhysicalPortGroup 2066, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-14 10:14:00
309, CHN, TBD, 10.61.38.192, 3, 2, 2,TBD, PhysicalPortGroup 2067, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-14 10:14:00
310, CHN, TBD, 10.61.38.192, 3, 3, 3,TBD, PhysicalPortGroup 2068, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-14 10:14:00
311, CHN, TBD, 10.61.38.192, 3, 4, 4,TBD, PhysicalPortGroup 2069, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-14 10:14:00
312, CHN, TBD, 10.61.38.192, 3, 5, 5,TBD, PhysicalPortGroup 2070, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-14 10:14:00
313, CHN, TBD, 10.61.38.192, 3, 6, 6,TBD, PhysicalPortGroup 2071, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-14 10:14:00
314, CHN, TBD, 10.61.38.192, 3, 7, 7,TBD, PhysicalPortGroup 2072, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-14 10:14:00
315, CHN, TBD, 10.61.38.192, 3, 8, 8,TBD, PhysicalPortGroup 2073, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-14 10:14:00
316, CHN, TBD, 10.61.38.192, 4, 1, 1,TBD, PhysicalPortGroup 2330, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
317, CHN, TBD, 10.61.38.192, 4, 2, 2,TBD, PhysicalPortGroup 2331, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
318, CHN, TBD, 10.61.38.192, 5, 1, 1,TBD, PhysicalPortGroup 2429, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-25 14:52:00
319, CHN, TBD, 10.61.38.192, 5, 2, 2,TBD, PhysicalPortGroup 2430, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-25 14:52:00
320, CHN, TBD, 10.61.38.192, 6, 1, 1,TBD, PhysicalPortGroup 2431, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-25 14:52:00
321, CHN, TBD, 10.61.38.192, 6, 2, 2,TBD, PhysicalPortGroup 2432, UNKNOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-25 14:52:00
322, CHN, TBD, 10.61.38.192, 7, 1, 1,TBD, PhysicalPortGroup 2342, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, avpv02, SIlk_76.202, Mon Oct 25 14:06:48 2010,None,2010-10-26 04:52:00
323, CHN, TBD, 10.61.38.192, 7, 1, 2,TBD, PhysicalPortGroup 2342, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, avpv02, SIlk_76.202, Mon Oct 25 14:06:48 2010,None,2010-10-26 04:52:00
324, CHN, TBD, 10.61.38.192, 7, 2, 3,TBD, PhysicalPortGroup 2343, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
325, CHN, TBD, 10.61.38.192, 7, 2, 4,TBD, PhysicalPortGroup 2343, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
326, CHN, TBD, 10.61.38.192, 7, 3, 5,TBD, PhysicalPortGroup 2344, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, avpv02, SIlk_76.202, Mon Oct 25 14:06:48 2010,None,2010-10-26 04:52:00
327, CHN, TBD, 10.61.38.192, 7, 3, 6,TBD, PhysicalPortGroup 2344, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, avpv02, SIlk_76.202, Mon Oct 25 14:06:48 2010,None,2010-10-26 04:52:00
328, CHN, TBD, 10.61.38.192, 7, 4, 7,TBD, PhysicalPortGroup 2345, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
329, CHN, TBD, 10.61.38.192, 7, 4, 8,TBD, PhysicalPortGroup 2345, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
330, CHN, TBD, 10.61.38.192, 8, 1, 1,TBD, PhysicalPortGroup 2324, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
331, CHN, TBD, 10.61.38.192, 8, 1, 2,TBD, PhysicalPortGroup 2324, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
332, CHN, TBD, 10.61.38.192, 8, 2, 3,TBD, PhysicalPortGroup 2325, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
333, CHN, TBD, 10.61.38.192, 8, 2, 4,TBD, PhysicalPortGroup 2325, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
334, CHN, TBD, 10.61.38.192, 8, 3, 5,TBD, PhysicalPortGroup 2326, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
335, CHN, TBD, 10.61.38.192, 8, 3, 6,TBD, PhysicalPortGroup 2326, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
336, CHN, TBD, 10.61.38.192, 8, 4, 7,TBD, PhysicalPortGroup 2327, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
337, CHN, TBD, 10.61.38.192, 8, 4, 8,TBD, PhysicalPortGroup 2327, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
338, CHN, TBD, 10.61.38.192, 8, 5, 9,TBD, PhysicalPortGroup 2328, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
339, CHN, TBD, 10.61.38.192, 8, 5, 10,TBD, PhysicalPortGroup 2328, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
340, CHN, TBD, 10.61.38.192, 8, 6, 11,TBD, PhysicalPortGroup 2329, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
341, CHN, TBD, 10.61.38.192, 8, 6, 12,TBD, PhysicalPortGroup 2329, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
342, CHN, TBD, 10.61.38.192, 10, 1, 1,TBD, PhysicalPortGroup 2336, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-JXuHp, JXu, Mon Oct 25 16:13:10 2010,None,2010-10-26 04:52:00
343, CHN, TBD, 10.61.38.192, 10, 1, 2,TBD, PhysicalPortGroup 2336, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-JXuHp, JXu, Mon Oct 25 16:13:10 2010,None,2010-10-26 04:52:00
344, CHN, TBD, 10.61.38.192, 10, 2, 3,TBD, PhysicalPortGroup 2337, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-JXuHp, JXu, Mon Oct 25 16:13:10 2010,None,2010-10-26 04:52:00
345, CHN, TBD, 10.61.38.192, 10, 2, 4,TBD, PhysicalPortGroup 2337, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-JXuHp, JXu, Mon Oct 25 16:13:10 2010,None,2010-10-26 04:52:00
346, CHN, TBD, 10.61.38.192, 10, 3, 5,TBD, PhysicalPortGroup 2338, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
347, CHN, TBD, 10.61.38.192, 10, 3, 6,TBD, PhysicalPortGroup 2338, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
348, CHN, TBD, 10.61.38.192, 10, 4, 7,TBD, PhysicalPortGroup 2339, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
349, CHN, TBD, 10.61.38.192, 10, 4, 8,TBD, PhysicalPortGroup 2339, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
350, CHN, TBD, 10.61.38.192, 10, 5, 9,TBD, PhysicalPortGroup 2340, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
351, CHN, TBD, 10.61.38.192, 10, 5, 10,TBD, PhysicalPortGroup 2340, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
352, CHN, TBD, 10.61.38.192, 10, 6, 11,TBD, PhysicalPortGroup 2341, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
353, CHN, TBD, 10.61.38.192, 10, 6, 12,TBD, PhysicalPortGroup 2341, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
354, CHN, TBD, 10.61.38.192, 11, 1, 1,SPIRENT 10.61.38.192//11/3
(Peer-To-Peer), PhysicalPortGroup 446347, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
355, CHN, TBD, 10.61.38.192, 11, 1, 2,SPIRENT 10.61.38.192//11/4
(Peer-To-Peer), PhysicalPortGroup 446347, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
356, CHN, TBD, 10.61.38.192, 11, 2, 3,SPIRENT 10.61.38.192//11/1
(Peer-To-Peer), PhysicalPortGroup 446348, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
357, CHN, TBD, 10.61.38.192, 11, 2, 4,SPIRENT 10.61.38.192//11/2
(Peer-To-Peer), PhysicalPortGroup 446348, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
358, CHN, TBD, 10.61.38.192, 11, 3, 5,SPIRENT 10.61.38.192//11/7
(Peer-To-Peer), PhysicalPortGroup 446349, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
359, CHN, TBD, 10.61.38.192, 11, 3, 6,SPIRENT 10.61.38.192//11/8
(Peer-To-Peer), PhysicalPortGroup 446349, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
360, CHN, TBD, 10.61.38.192, 11, 4, 7,SPIRENT 10.61.38.192//11/5
(Peer-To-Peer), PhysicalPortGroup 446350, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
361, CHN, TBD, 10.61.38.192, 11, 4, 8,SPIRENT 10.61.38.192//11/6
(Peer-To-Peer), PhysicalPortGroup 446350, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
362, CHN, TBD, 10.61.38.192, 11, 5, 9,SPIRENT 10.61.38.192//11/11
(Peer-To-Peer), PhysicalPortGroup 446351, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
363, CHN, TBD, 10.61.38.192, 11, 5, 10,SPIRENT 10.61.38.192//11/12
(Peer-To-Peer), PhysicalPortGroup 446351, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
364, CHN, TBD, 10.61.38.192, 11, 6, 11,SPIRENT 10.61.38.192//11/9
(Peer-To-Peer), PhysicalPortGroup 446352, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
365, CHN, TBD, 10.61.38.192, 11, 6, 12,SPIRENT 10.61.38.192//11/10
(Peer-To-Peer), PhysicalPortGroup 446352, UNKNOWN, 3.50.9076, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-24 11:27:00
366, CHN, TBD, 10.61.38.192, 12, 1, 1,TBD, PhysicalPortGroup 1997, UNKNOWN, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
367, CHN, TBD, 10.61.38.192, 12, 1, 2,TBD, PhysicalPortGroup 1997, UNKNOWN, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
368, CHN, TBD, 10.61.38.192, 12, 2, 3,TBD, PhysicalPortGroup 1998, UNKNOWN, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
369, CHN, TBD, 10.61.38.192, 12, 2, 4,TBD, PhysicalPortGroup 1998, UNKNOWN, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
370, CHN, TBD, 10.61.38.192, 12, 3, 5,TBD, PhysicalPortGroup 1999, UNKNOWN, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
371, CHN, TBD, 10.61.38.192, 12, 3, 6,TBD, PhysicalPortGroup 1999, UNKNOWN, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
372, CHN, TBD, 10.61.38.192, 12, 4, 7,TBD, PhysicalPortGroup 2000, UNKNOWN, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
373, CHN, TBD, 10.61.38.192, 12, 4, 8,TBD, PhysicalPortGroup 2000, UNKNOWN, 3.50.5606, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
