Row, Site, Dept, Chassis, Slot, PortGroup, PortIdx, Connection, Name, Status, Firmware, OwnershipState, OwnerHostname, OwnerUserId, OwnerTimestamp, Notes, Last Scan
374, CHN, SW, 10.61.39.164, 3, 1, 1,TBD, PhysicalPortGroup 2347, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
375, CHN, SW, 10.61.39.164, 3, 1, 2,TBD, PhysicalPortGroup 2347, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
376, CHN, SW, 10.61.39.164, 3, 2, 3,TBD, PhysicalPortGroup 2348, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
377, CHN, SW, 10.61.39.164, 3, 2, 4,TBD, PhysicalPortGroup 2348, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
378, CHN, SW, 10.61.39.164, 3, 3, 5,TBD, PhysicalPortGroup 2349, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
379, CHN, SW, 10.61.39.164, 3, 3, 6,TBD, PhysicalPortGroup 2349, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
380, CHN, SW, 10.61.39.164, 3, 4, 7,TBD, PhysicalPortGroup 2350, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
381, CHN, SW, 10.61.39.164, 3, 4, 8,TBD, PhysicalPortGroup 2350, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
382, CHN, SW, 10.61.39.164, 4, 1, 1,TBD, PhysicalPortGroup 2346, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
383, CHN, SW, 10.61.39.164, 4, 1, 2,TBD, PhysicalPortGroup 2346, UP, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
384, CHN, SW, 10.61.39.165, 2, 1, 1,TBD, PhysicalPortGroup 2351, DOWN, 0, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
385, CHN, TBD, 10.61.40.17, 1, 1, 1,TBD, PhysicalPortGroup 197784, UNKNOWN, 3.60.1023, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-16 13:13:00
386, CHN, TBD, 10.61.40.17, 1, 2, 2,TBD, PhysicalPortGroup 197785, UNKNOWN, 3.60.1023, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-09-16 13:13:00
387, CHN, TBD, 10.61.40.17, 2, 1, 1,TBD, PhysicalPortGroup 2352, DOWN, 3.60.1500, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
388, CHN, TBD, 10.61.40.17, 2, 2, 2,TBD, PhysicalPortGroup 2353, UP, 3.60.1500, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
389, CHN, TBD, 10.61.40.192, 1, 1, 1,TBD, PhysicalPortGroup 2382, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
390, CHN, TBD, 10.61.40.192, 1, 1, 2,TBD, PhysicalPortGroup 2382, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
391, CHN, TBD, 10.61.40.192, 1, 2, 3,TBD, PhysicalPortGroup 2383, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
392, CHN, TBD, 10.61.40.192, 1, 2, 4,TBD, PhysicalPortGroup 2383, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
393, CHN, TBD, 10.61.40.192, 1, 3, 5,TBD, PhysicalPortGroup 2384, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
394, CHN, TBD, 10.61.40.192, 1, 3, 6,TBD, PhysicalPortGroup 2384, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
395, CHN, TBD, 10.61.40.192, 1, 4, 7,TBD, PhysicalPortGroup 2385, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
396, CHN, TBD, 10.61.40.192, 1, 4, 8,TBD, PhysicalPortGroup 2385, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
397, CHN, TBD, 10.61.40.192, 2, 1, 1,SPIRENT 10.61.40.192//3/1
(Peer-To-Peer), PhysicalPortGroup 2366, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
398, CHN, TBD, 10.61.40.192, 2, 1, 2,SPIRENT 10.61.40.192//3/2
(Peer-To-Peer), PhysicalPortGroup 2366, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
399, CHN, TBD, 10.61.40.192, 2, 2, 3,SPIRENT 10.61.40.192//3/3
(Peer-To-Peer), PhysicalPortGroup 2367, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
400, CHN, TBD, 10.61.40.192, 2, 2, 4,SPIRENT 10.61.40.192//3/4
(Peer-To-Peer), PhysicalPortGroup 2367, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
401, CHN, TBD, 10.61.40.192, 2, 3, 5,SPIRENT 10.61.40.192//3/5
(Peer-To-Peer), PhysicalPortGroup 2368, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
402, CHN, TBD, 10.61.40.192, 2, 3, 6,SPIRENT 10.61.40.192//3/6
(Peer-To-Peer), PhysicalPortGroup 2368, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
403, CHN, TBD, 10.61.40.192, 2, 4, 7,SPIRENT 10.61.40.192//3/7
(Peer-To-Peer), PhysicalPortGroup 2369, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
404, CHN, TBD, 10.61.40.192, 2, 4, 8,SPIRENT 10.61.40.192//3/8
(Peer-To-Peer), PhysicalPortGroup 2369, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
405, CHN, TBD, 10.61.40.192, 3, 1, 1,SPIRENT 10.61.40.192//2/1
(Peer-To-Peer), PhysicalPortGroup 2370, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
406, CHN, TBD, 10.61.40.192, 3, 1, 2,SPIRENT 10.61.40.192//2/2
(Peer-To-Peer), PhysicalPortGroup 2370, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
407, CHN, TBD, 10.61.40.192, 3, 2, 3,SPIRENT 10.61.40.192//2/3
(Peer-To-Peer), PhysicalPortGroup 2371, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
408, CHN, TBD, 10.61.40.192, 3, 2, 4,SPIRENT 10.61.40.192//2/4
(Peer-To-Peer), PhysicalPortGroup 2371, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
409, CHN, TBD, 10.61.40.192, 3, 3, 5,SPIRENT 10.61.40.192//2/5
(Peer-To-Peer), PhysicalPortGroup 2372, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
410, CHN, TBD, 10.61.40.192, 3, 3, 6,SPIRENT 10.61.40.192//2/6
(Peer-To-Peer), PhysicalPortGroup 2372, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
411, CHN, TBD, 10.61.40.192, 3, 4, 7,SPIRENT 10.61.40.192//2/7
(Peer-To-Peer), PhysicalPortGroup 2373, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
412, CHN, TBD, 10.61.40.192, 3, 4, 8,SPIRENT 10.61.40.192//2/8
(Peer-To-Peer), PhysicalPortGroup 2373, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
413, CHN, TBD, 10.61.40.192, 4, 1, 1,TBD, PhysicalPortGroup 2386, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
414, CHN, TBD, 10.61.40.192, 4, 2, 2,TBD, PhysicalPortGroup 2387, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
415, CHN, TBD, 10.61.40.192, 4, 3, 3,TBD, PhysicalPortGroup 2388, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
416, CHN, TBD, 10.61.40.192, 4, 4, 4,TBD, PhysicalPortGroup 2389, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
417, CHN, TBD, 10.61.40.192, 4, 5, 5,TBD, PhysicalPortGroup 2390, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
418, CHN, TBD, 10.61.40.192, 4, 6, 6,TBD, PhysicalPortGroup 2391, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
419, CHN, TBD, 10.61.40.192, 4, 7, 7,TBD, PhysicalPortGroup 2392, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
420, CHN, TBD, 10.61.40.192, 4, 8, 8,TBD, PhysicalPortGroup 2393, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
421, CHN, TBD, 10.61.40.192, 5, 1, 1,TBD, PhysicalPortGroup 2374, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
422, CHN, TBD, 10.61.40.192, 5, 2, 2,TBD, PhysicalPortGroup 2375, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
423, CHN, TBD, 10.61.40.192, 5, 3, 3,TBD, PhysicalPortGroup 2376, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
424, CHN, TBD, 10.61.40.192, 5, 4, 4,TBD, PhysicalPortGroup 2377, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
425, CHN, TBD, 10.61.40.192, 5, 5, 5,TBD, PhysicalPortGroup 2378, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
426, CHN, TBD, 10.61.40.192, 5, 6, 6,TBD, PhysicalPortGroup 2379, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
427, CHN, TBD, 10.61.40.192, 5, 7, 7,TBD, PhysicalPortGroup 2380, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
428, CHN, TBD, 10.61.40.192, 5, 8, 8,TBD, PhysicalPortGroup 2381, UP, 3.60.1276, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-26 04:52:00
429, CHN, TBD, 10.61.40.192, 6, 1, 1,TBD, PhysicalPortGroup 1984, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-12 14:14:00
430, CHN, TBD, 10.61.40.192, 6, 2, 2,TBD, PhysicalPortGroup 1985, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-12 14:14:00
431, CHN, TBD, 10.61.40.192, 7, 1, 1,TBD, PhysicalPortGroup 1982, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-12 14:14:00
432, CHN, TBD, 10.61.40.192, 7, 2, 2,TBD, PhysicalPortGroup 1983, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-12 14:14:00
433, CHN, TBD, 10.61.40.192, 8, 1, 1,SPIRENT 10.61.40.192//9/1
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2360, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
434, CHN, TBD, 10.61.40.192, 8, 1, 2,SPIRENT 10.61.40.192//9/2
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2360, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
435, CHN, TBD, 10.61.40.192, 8, 2, 3,SPIRENT 10.61.40.192//9/3
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2361, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
436, CHN, TBD, 10.61.40.192, 8, 2, 4,SPIRENT 10.61.40.192//9/4
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2361, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
437, CHN, TBD, 10.61.40.192, 8, 3, 5,SPIRENT 10.61.40.192//9/5
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2362, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
438, CHN, TBD, 10.61.40.192, 8, 3, 6,SPIRENT 10.61.40.192//9/6
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2362, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
439, CHN, TBD, 10.61.40.192, 8, 4, 7,SPIRENT 10.61.40.192//9/7
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2363, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
440, CHN, TBD, 10.61.40.192, 8, 4, 8,SPIRENT 10.61.40.192//9/8
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2363, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
441, CHN, TBD, 10.61.40.192, 8, 5, 9,SPIRENT 10.61.40.192//9/9
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2364, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
442, CHN, TBD, 10.61.40.192, 8, 5, 10,SPIRENT 10.61.40.192//9/10
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2364, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
443, CHN, TBD, 10.61.40.192, 8, 6, 11,SPIRENT 10.61.40.192//9/11
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2365, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
444, CHN, TBD, 10.61.40.192, 8, 6, 12,SPIRENT 10.61.40.192//9/12
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2365, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
445, CHN, TBD, 10.61.40.192, 9, 1, 1,SPIRENT 10.61.40.192//8/1
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2354, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
446, CHN, TBD, 10.61.40.192, 9, 1, 2,SPIRENT 10.61.40.192//8/2
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2354, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
447, CHN, TBD, 10.61.40.192, 9, 2, 3,SPIRENT 10.61.40.192//8/3
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2355, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
448, CHN, TBD, 10.61.40.192, 9, 2, 4,SPIRENT 10.61.40.192//8/4
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2355, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
449, CHN, TBD, 10.61.40.192, 9, 3, 5,SPIRENT 10.61.40.192//8/5
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2356, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
450, CHN, TBD, 10.61.40.192, 9, 3, 6,SPIRENT 10.61.40.192//8/6
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2356, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
451, CHN, TBD, 10.61.40.192, 9, 4, 7,SPIRENT 10.61.40.192//8/7
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2357, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
452, CHN, TBD, 10.61.40.192, 9, 4, 8,SPIRENT 10.61.40.192//8/8
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2357, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
453, CHN, TBD, 10.61.40.192, 9, 5, 9,SPIRENT 10.61.40.192//8/9
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2358, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
454, CHN, TBD, 10.61.40.192, 9, 5, 10,SPIRENT 10.61.40.192//8/10
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2358, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
455, CHN, TBD, 10.61.40.192, 9, 6, 11,SPIRENT 10.61.40.192//8/11
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2359, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
456, CHN, TBD, 10.61.40.192, 9, 6, 12,SPIRENT 10.61.40.192//8/12
(Back to Back Connection(L4L7 firmware)), PhysicalPortGroup 2359, UP, 3.60.1276, OWNERSHIP_STATE_RESERVED, BEJ-BYanDell, BYan, Mon Oct 25 16:09:24 2010,None,2010-10-26 04:52:00
457, CHN, TBD, 10.61.40.192, 10, 1, 1,TBD, PhysicalPortGroup 2041, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
458, CHN, TBD, 10.61.40.192, 10, 1, 2,TBD, PhysicalPortGroup 2041, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
459, CHN, TBD, 10.61.40.192, 10, 2, 3,TBD, PhysicalPortGroup 2042, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
460, CHN, TBD, 10.61.40.192, 10, 2, 4,TBD, PhysicalPortGroup 2042, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
461, CHN, TBD, 10.61.40.192, 10, 3, 5,TBD, PhysicalPortGroup 2043, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
462, CHN, TBD, 10.61.40.192, 10, 3, 6,TBD, PhysicalPortGroup 2043, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
463, CHN, TBD, 10.61.40.192, 10, 4, 7,TBD, PhysicalPortGroup 2044, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
464, CHN, TBD, 10.61.40.192, 10, 4, 8,TBD, PhysicalPortGroup 2044, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
465, CHN, TBD, 10.61.40.192, 10, 5, 9,TBD, PhysicalPortGroup 2045, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
466, CHN, TBD, 10.61.40.192, 10, 5, 10,TBD, PhysicalPortGroup 2045, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
467, CHN, TBD, 10.61.40.192, 10, 6, 11,TBD, PhysicalPortGroup 2046, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
468, CHN, TBD, 10.61.40.192, 10, 6, 12,TBD, PhysicalPortGroup 2046, UNKNOWN, 3.60.1070, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-11 08:50:00
469, CHN, TBD, 10.61.40.192, 12, 1, 1,TBD, PhysicalPortGroup 2410, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
470, CHN, TBD, 10.61.40.192, 12, 1, 2,TBD, PhysicalPortGroup 2410, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
471, CHN, TBD, 10.61.40.192, 12, 2, 3,TBD, PhysicalPortGroup 2411, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
472, CHN, TBD, 10.61.40.192, 12, 2, 4,TBD, PhysicalPortGroup 2411, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
473, CHN, TBD, 10.61.40.192, 12, 3, 5,TBD, PhysicalPortGroup 2412, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_RESERVED, BEJ-JXuHp, JXu, Thu Oct 21 15:00:50 2010,None,2010-10-22 10:43:00
474, CHN, TBD, 10.61.40.192, 12, 3, 6,TBD, PhysicalPortGroup 2412, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_RESERVED, BEJ-JXuHp, JXu, Thu Oct 21 15:00:50 2010,None,2010-10-22 10:43:00
475, CHN, TBD, 10.61.40.192, 12, 4, 7,TBD, PhysicalPortGroup 2413, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_RESERVED, BEJ-JXuHp, JXu, Thu Oct 21 15:00:50 2010,None,2010-10-22 10:43:00
476, CHN, TBD, 10.61.40.192, 12, 4, 8,TBD, PhysicalPortGroup 2413, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_RESERVED, BEJ-JXuHp, JXu, Thu Oct 21 15:00:50 2010,None,2010-10-22 10:43:00
477, CHN, TBD, 10.61.40.192, 12, 5, 9,TBD, PhysicalPortGroup 2414, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
478, CHN, TBD, 10.61.40.192, 12, 5, 10,TBD, PhysicalPortGroup 2414, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
479, CHN, TBD, 10.61.40.192, 12, 6, 11,TBD, PhysicalPortGroup 2415, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
480, CHN, TBD, 10.61.40.192, 12, 6, 12,TBD, PhysicalPortGroup 2415, UNKNOWN, 3.51.3176, OWNERSHIP_STATE_AVAILABLE, , , ,None,2010-10-22 10:43:00
